Account,Amount,Part,"$7,800,000.00",Total USDC
0x391891af67e29d97e61e30c3036a0874f5da411e,214865236965856567,0.001790543641382140,$13966.24,13966.24
0x36f22f65a3476f42f6ae813da097dd471fcadeb1,198455387574003107,0.001653794896450030,$12899.60,12899.60
0x4e9c104d24ca8aa27c3e1a5d9d3249e96c5bbd80,193688683355432187,0.001614072361295270,$12589.76,12589.76
0x4ce3a77085ff8f5e7d6ec24d2026856649473aa8,183143764461153692,0.00152619803717628,$11904.34,11904.34
0x7b6c0f34898878f2c9f0ca97d6e4494e15ccb1c6,169281542873344994,0.001410679523944540,$11003.30,11003.30
0x0e41c9b548cf0545377aeeb693a6006172f1af81,166169671148576135,0.001384747259571470,$10801.03,10801.03
0x4da2e85d64bece663ccab06e89b970b6b077f22f,164232096209831223,0.001368600801748590,$10675.09,10675.09
0x750c31d2290c456fcca1c659b6add80e7a88f881,162761952986622303,0.001356349608221850,$10579.53,10579.53
0x70ad81d18f2838b8650d88740d8e337032c9baac,152086402974011984,0.001267386691450100,$9885.62,9885.62
0x9b0c19000a8631c1f555bb365bde308384e4f2ff,148132910959165416,0.001234440924659710,$9628.64,9628.64
0x2b2f2a9302cdecdb7d4a2e7005336f7b345c1092,145188618339177644,0.00120990515282648,$9437.26,9437.26
0x13d39a115d03e25b8a1a078de9fbacd1d17adc70,143540912765766038,0.00119617427304805,$9330.16,9330.16
0xce7aa2d3c1f8b572b50238230f5d55a78db86087,141268451019256568,0.001177237091827140,$9182.45,9182.45
0x46a968f38f2ef98eb51cc8c8a2c641fd47042964,140438918867491643,0.001170324323895760,$9128.53,9128.53
0x14b889b25e70f60d8dc0aa5f10c83680add61351,125661522260583385,0.001047179352171530,$8168.00,8168.00
0x445d7413b47bf244cc738c01544dca7082689314,118945794841747990,0.000991214957014566,$7731.48,7731.48
0xa03d1648be58e6957c81c1c201236e189b6ee6af,118264047350807932,0.000985533727923399,$7687.16,7687.16
0xb22e5cadb0e487aa335ab99818f5e1b5c0b96260,118113870290823193,0.000984282252423526,$7677.40,7677.40
0xc102d21da143cb144bbdc4693553a850cf73ca5f,115177447137213031,0.000959812059476775,$7486.53,7486.53
0x1da158559f54d81b13dda7b9602cb5e09468ac09,113066325641527006,0.000942219380346058,$7349.31,7349.31
0xff6d6ae87b6431564737834bf733a13af4b734f4,110696353551748141,0.000922469612931234,$7195.26,7195.26
0x03f02d33cc02e006cb25f7c7bfe3115ee6b55283,105454605160772095,0.000878788376339767,$6854.55,6854.55
0x5bfa69517e17411beda54ea2d3672709f4867254,105263640439292682,0.000877197003660772,$6842.14,6842.14
0x3150e3d0b3f1dd76d753f67c28d053458d098053,101071475169912591,0.000842262293082604,$6569.65,6569.65
0xdebc0d58526d6c0db42032b43e2341a4458d6594,100514231618650134,0.000837618596822084,$6533.43,6533.43
0xeb85a4ffa6a194bcde4befd2eecabd4f65c3f8c4,94993075804973072,0.000791608965041442,$6174.55,6174.55
0x9525603189bc828b3af9de9454a79d9566e6e2fb,92613361882421857,0.000771778015686848,$6019.87,6019.87
0x82974862229a33eb52af17aa28af96a85d719e2c,90773010791908999,0.000756441756599241,$5900.25,5900.25
0x62a32ea089109e7b8f0fe29d839736ddb0c753f6,87987670726199741,0.000733230589384997,$5719.20,5719.20
0xf71eb59210eed86e727d76f434a2694238213deb,81000371259524264,0.000675003093829368,$5265.02,5265.02
0x9b616ac1d31f17be9b23560d93699ca7732e2808,78454072095686046,0.000653783934130717,$5099.51,5099.51
0xc9420c9349120ca88d6c349cdf4af038e2ca5027,77974783402716261,0.000649789861689302,$5068.36,5068.36
0x538ded4d0d461206ae8e0c021d5179d3a31d2b12,75456499708039436,0.000628804164233661,$4904.67,4904.67
0x9a49fa38d835248225bf5eb18e7624430518a99d,73767970377025091,0.000614733086475209,$4794.92,4794.92
0x565b93a15d38acd79c120b15432d21e21ed274d6,73440629309487898,0.000612005244245732,$4773.64,4773.64
0x569d4c513673f8a611cf4dde30563498642a8579,71199620148669447,0.000593330167905578,$4627.98,4627.98
0x1fe9fd1156688699f4ca017e72ee0d9873f9d758,70519132454924418,0.00058765943712437,$4583.74,4583.74
0xf7b10d603907658f690da534e9b7dbc4dab3e2d6,61924915864531744,0.000516040965537764,$4025.12,4025.12
0xbb00900b914c71d7cc0d6c8865359499b9d0b3b6,60657599232004918,0.00050547999360004,$3942.74,3942.74
0x36837e2c2893b2d34fa80694b70eb53677aa6d4a,59236077913096427,0.000493633982609136,$3850.35,3850.35
0x33d20f06b0021e9013f39d8f0dca1ff8bae0a15c,57686116775817504,0.000480717639798479,$3749.60,3749.60
0x3bd5e344ac629c9f232f921bafdeeec312deac9b,53782332401221250,0.00044818610334351,$3495.85,3495.85
0x18fd313190a430853db4fc3d2ef37594d7d757c2,49881807634766536,0.000415681730289721,$3242.32,3242.32
0x6ab791754298d6d6d7c182dc1572126b4ed24897,49772516758257786,0.000414770972985481,$3235.21,3235.21
0x18f768455e7f5fb09fc491fd86bcc282bcdd5973,45830240849678843,0.000381918673747323,$2978.97,2978.97
0x8f9be4310f9abb0e5843cc6363908c9b01dfeb3f,43352603590742790,0.000361271696589523,$2817.92,2817.92
0x9581f442075eef408bd5e560cca77fcf598f601e,43270522499756884,0.000360587687497974,$2812.58,2812.58
0xfccba075a3f25208439e8f1a9e00a87fb861e248,43206685021819814,0.000360055708515165,$2808.43,2808.43
0x9abbed91fac6e71977258fa8aa949c9bd874f4de,39479432452103050,0.000328995270434192,$2566.16,2566.16
0xd16fda96cb572da89e4e39b04b99d99a8e3071fb,38915692762702269,0.000324297439689185,$2529.52,2529.52
0x41015a5e5727032dd9f3d8aab1b7fd2a1d675e99,35330637661137890,0.000294421980509482,$2296.49,2296.49
0x237ec64cc27196f6a4c16abdbb558b4c518400c2,35105759566823746,0.000292547996390197,$2281.87,2281.87
0x7b6d03eda08626bbff1abdf1340b999670e1fc28,33098945063146181,0.000275824542192884,$2151.43,2151.43
0x7088c5611dae159a640d940cde0a3221a4af8896,31420817126018311,0.000261840142716819,$2042.35,2042.35
0x528bad3c22874e8a9bb49689aa876f76f631e07d,31104424407338994,0.000259203536727824,$2021.79,2021.79
0xb14cf9b14db20b0b6a964d0ee7f60894e1f186dd,29876573421965586,0.000248971445183046,$1941.98,1941.98
0xa6b49397ce21bb62200e914f41bf371e5940bb41,28910926011909871,0.000240924383432582,$1879.21,1879.21
0x7e4f1a12269c55d23c50e91017876d8a0b2ef14c,28880778111247179,0.000240673150927059,$1877.25,1877.25
0xf0f32c3c8def7b43caa14fed5752abc5381c8374,28814039761089427,0.000240116998009078,$1872.91,1872.91
0x9b3f49a186670194f625199b822fcbdfd3feacf7,27072542669631931,0.000225604522246932,$1759.72,1759.72
0x00c67d9d6d3d13b42a87424e145826c467cccd84,26786376058218109,0.00022321980048515,$1741.11,1741.11
0x2fe55b3352c06c11ca7ecf7b38bd2104ee5434d3,26261801968483405,0.000218848349737361,$1707.02,1707.02
0xfc436651f2fd4885ad645035a63a7cd22e6a868c,26231889074970271,0.000218599075624752,$1705.07,1705.07
0xca41730a221aa83d2849be36163dc301d0f053a8,25598859209262645,0.000213323826743855,$1663.93,1663.93
0x0154d25120ed20a516fe43991702e7463c5a6f6e,24579134330624566,0.000204826119421871,$1597.64,1597.64
0x776f8b9c6a6ea638362e5038c7b4cff79f21d4f7,22259708217598935,0.000185497568479991,$1446.88,1446.88
0xb9b8ef61b7851276b0239757a039d54a23804cbb,21659376341307429,0.000180494802844228,$1407.86,1407.86
0x54543587cd0412d6ea0e852eb62177bc9306a6db,21164662546330594,0.000176372187886088,$1375.70,1375.70
0xfbdd5c349d1686d7b15b27f47217c55fe93d2bfc,20903073169680383,0.000174192276414003,$1358.70,1358.70
0x64b55f553a7648e8bcc1bd99136708d3f37917c5,20443840483956628,0.000170365337366305,$1328.85,1328.85
0x671dd102d1b9adfd54fd365769afc37705a3ce68,19437623842321189,0.000161980198686009,$1263.45,1263.45
0x336d4afd4c1e0b82a2bb38859c234c54edf0a983,17838097213949880,0.000148650810116249,$1159.48,1159.48
0x2fed28677601cf6cb669a3ce424119bb1ba69ec0,17193312396658775,0.000143277603305489,$1117.57,1117.57
0xf57d86f6bfcc76aa2c7f62616b2436c60ad397e2,17092291349819610,0.000142435761248496,$1111.00,1111.00
0xd1a059ae2ea4e6f4329dbd54a71a8ccf5d888d6b,16971907522091003,0.000141432562684091,$1103.17,1103.17
0x76cea8d9d3817fe361e1c1d32081f7c1ddb6aaae,15808661797358270,0.000131738848311318,$1027.56,1027.56
0x44c51816d2b75cbd5cf63b2c8107e6f8d9a39529,15449676078909068,0.000128747300657575,$1004.23,1004.23
0x57a0575339b2a3559ee840853bd932050aad9266,15408980865067970,0.000128408173875566,$1001.58,1001.58
0xaf34feac2fb7449b745bc79046ad0cecd8bc159d,15031877872166966,0.000125265648934724,$977.07,977.07
0x9e7943ceac1f02b00e5f9d6e182f257efaa4653e,14409280167817965,0.000120077334731816,$936.60,936.60
0xd3802dce7f7a54d59e7a64329d287624ff3f495a,14185572208135943,0.000118213101734466,$922.06,922.06
0x7bc9cef699d8428a46ec105ad3b5d6dad4df9215,14181096005493283,0.000118175800045777,$921.77,921.77
0x031a07f784f4a5d6cba9809fbc4b98b46eda2611,14096137487687161,0.000117467812397393,$916.25,916.25
0xcf741a54fcf72607d8185ee15914430e420bd41c,13855777497434980,0.000115464812478624,$900.63,900.63
0xf695d9975efd23d809d8857438c1ab6b3d09650f,13643882510276165,0.000113699020918968,$886.85,886.85
0xf094a685f0b4315528d25142223b90f411cb12af,12671531820051346,0.000105596098500427,$823.65,823.65
0x14b802407e24feffc77b75eaa45c1213e5c0e0d9,12457449254915775,0.000103812077124298,$809.73,809.73
